Nurten;337
Maurizio;337
Diether;337
Anatol;337
Anneke;336
Linus;336
Edelbert;336
Bernt;336
Türkan;335
Elisabet;335
Daria;335
Darko;335
Veronique;334
Jörg-Peter;334
Heinz-Dieter;334
Mercedes;333
Dan;333
Geza;332
Fadime;332
Albina;332
Thoralf;332
Miroslawa;331
Janin;331
Elma;331
Johan;331
Urszula;330
Polina;330
Katerina;330
Phillip;330
Horst-Peter;329
Heinfried;328
Eitel;328
Luciano;327
Anna-Lena;326
Ottokar;325
Bekir;325
Marie-Therese;324
Friedrich-Karl;323
Käthi;322
Ildiko;322
Gotthilf;321
Gerfried;321
Telse;320
Ruthild;320
Antonino;320
Nuran;319
Gönül;319
Angelica;319
Hans-Wolfgang;318
Baptist;318
Elwira;317
Hans-Josef;317
Antonios;317
Elenore;316
Wigbert;316
Philippe;316
Samira;315
Magrit;315
Lieschen;314
Ingried;314
Felicia;314
Hans-Jörg;314
Ben;314
Friedericke;313
Annamaria;313
Czeslaw;313
Silva;312
Augusta;312
Kamil;312
Gerwin;312
Nevenka;311
Micha;311
Jörgen;311
Frank-Peter;311
Ernst-Dieter;311
Svea;310
Anne-Rose;310
Rochus;310
Valentine;309
Evangelia;309
Geert;308
Gabor;308
Folker;308
Helmtrud;307
Vlado;307
Korbinian;307
Ferenc;307
Annita;306
Ekrem;306
Walentina;305
Sarina;305
Radmila;305
Stavros;305
Renato;305
Raymund;305
Laila;304
Celal;303
Canan;302
Anna-Marie;302
Vincent;302
Mikhail;302
Ingbert;302
Etta;301
Karlfried;301
Andres;301
Nikolas;300
Sibel;299
Loretta;299
Ottfried;299
Hans-Adolf;299
Marleen;298
Klaus-Werner;298
Kristiane;297
Petros;297
Rahel;296
Alexandros;296
Sybilla;295
Reni;295
Gülten;295
Alicia;295
Immo;295
Severin;294
Necati;294
Leif;293
Paul-Heinz;292
Massimo;292
Kenneth;292
Dogan;292
Sylvester;291
Hansjoachim;290
Maxim;288
Knud;288
Sigfried;285
Siegward;285
Sedat;283
Mahmoud;282
Gotthold;282
Gereon;282
Hans-Eberhard;281
Alan;281
Reza;280
Folkert;280
Ehrhard;280
Emin;278
Apostolos;277
Heinz-Walter;276
Utz;275
Veli;274
Nicolaus;274
Klaas;274
H.-Dieter;274
Rudolph;273
Serge;272
Jovan;272
Abdul;271
Kazim;270
Klaus-Michael;269
Alfonso;269
Aleksandar;269
Roderich;268
Rouven;267
Hans-Detlef;267
Berend;267
Tassilo;266
Sükrü;266
Gunar;266
Vinko;265
Ruben;265
Ron;265
Andrey;265
Aldo;265
Paulo;264
Peter-Michael;263
Heimo;263
Ernest;263
Anto;263
Woldemar;262
Selim;262
Dursun;262
Engin;261
Abraham;261
Reinald;260
Mattias;260
Janko;260
Ekkehart;260
Bela;260
Aleksej;260
Silvester;259
Janus;259
Ilhan;259
Elias;259
Giorgio;258
Dino;258
Pero;257
Muharrem;257
Mesut;257
Lorenzo;257
Thorben;255
Rigo;255
Oscar;255
Gino;255
Matteo;254
Klaus-Ulrich;254
Francis;254
Zdravko;253
Reginald;253
Mehdi;253
Karl-Jürgen;253
Cetin;253
Milos;252
Friedo;252
Nuri;251
Nurettin;251
Eggert;250
Ralf-Dieter;249
Pirmin;249
Bernd-Dieter;249
Zenon;248
Senol;248
Klaus-Günter;248
Cemil;248
Abram;248
Sebastiano;247
Mijo;247
Grzegorz;247
Gerolf;247
Arnfried;247
Ada;246
Sigismund;245
Riza;245
Miodrag;244
Faruk;243
Imre;242
Ian;242
Marten;241
Hans-Hinrich;241
Abbas;241
Tillmann;240
Marvin;240
Ignatz;240
Kay-Uwe;238
Alexei;238
Willibert;237
Vittorio;237
Fredo;237
Fatih;237
